Date,Close,High,Low,Open,Volume
2025-01-27,266.29998779296875,280.0,261.29998779296875,279.8500061035156,13353
2025-01-28,253.14999389648438,273.29998779296875,251.85000610351562,267.70001220703125,2466
2025-01-29,255.9499969482422,263.45001220703125,250.8000030517578,250.8000030517578,6584
2025-01-30,267.70001220703125,272.0,256.6499938964844,257.20001220703125,5688
2025-01-31,266.5,275.95001220703125,264.0,266.0,3485
2025-02-01,261.8500061035156,273.5,257.95001220703125,266.54998779296875,857
2025-02-03,254.6999969482422,266.8999938964844,251.3000030517578,261.70001220703125,12156
2025-02-04,260.45001220703125,266.8500061035156,255.6999969482422,260.8500061035156,4031
2025-02-05,261.04998779296875,270.70001220703125,257.25,268.5,5076
2025-02-06,260.8500061035156,273.0,260.0,269.79998779296875,2962
2025-02-07,259.8500061035156,269.25,258.3500061035156,258.5,1293
2025-02-10,257.45001220703125,262.1000061035156,252.60000610351562,262.1000061035156,1364
2025-02-11,250.14999389648438,260.8999938964844,246.10000610351562,256.3999938964844,6312
2025-02-12,249.4499969482422,280.70001220703125,247.14999389648438,272.70001220703125,6699
2025-02-13,252.5500030517578,260.95001220703125,249.39999389648438,249.60000610351562,3330
2025-02-14,245.5,254.35000610351562,243.0500030517578,248.9499969482422,2189
2025-02-17,231.8000030517578,249.10000610351562,229.0,249.10000610351562,7359
2025-02-18,227.4499969482422,236.9499969482422,227.0,236.9499969482422,5548
2025-02-19,229.85000610351562,235.0500030517578,225.39999389648438,225.39999389648438,6701
2025-02-20,232.0500030517578,239.0,226.9499969482422,233.3000030517578,8529
2025-02-21,231.60000610351562,235.1999969482422,230.3000030517578,230.9499969482422,3702
2025-02-24,235.0500030517578,239.8000030517578,228.1999969482422,231.3000030517578,4799
2025-02-25,240.0,243.75,230.0,235.0,2836
2025-02-27,232.5,239.39999389648438,228.25,239.39999389648438,2498
2025-02-28,225.1999969482422,229.6999969482422,224.10000610351562,227.60000610351562,3968
2025-03-03,213.10000610351562,225.1999969482422,209.0,225.1999969482422,13368
2025-03-04,216.7100067138672,222.4199981689453,206.0,206.0,6834
2025-03-05,221.08999633789062,223.99000549316406,216.58999633789062,216.58999633789062,5552
2025-03-06,217.64999389648438,227.07000732421875,214.0,225.08999633789062,8738
2025-03-07,221.47000122070312,223.99000549316406,218.61000061035156,221.00999450683594,9097
2025-03-10,218.3300018310547,224.3300018310547,217.75999450683594,221.47000122070312,9761
2025-03-11,212.9199981689453,219.97999572753906,211.11000061035156,218.3300018310547,18406
2025-03-12,211.0500030517578,214.32000732421875,209.0,209.0,9056
2025-03-13,205.47999572753906,211.0,204.22999572753906,211.0,7136
2025-03-17,202.25,214.91000366210938,196.10000610351562,206.0,14079
2025-03-18,202.25,202.25,202.25,202.25,0
2025-03-19,212.72999572753906,214.89999389648438,208.2899932861328,208.6199951171875,14897
2025-03-20,218.9199981689453,219.89999389648438,213.0,215.0,9008
2025-03-21,221.52000427246094,224.88999938964844,218.77999877929688,218.77999877929688,8833
2025-03-24,223.1699981689453,226.89999389648438,220.0,226.89999389648438,16081
2025-03-25,211.85000610351562,225.89999389648438,208.0,224.8000030517578,13714
2025-03-26,202.63999938964844,215.69000244140625,201.5,215.19000244140625,27825
2025-03-27,203.75,207.02000427246094,195.0,205.25999450683594,19530
2025-03-28,214.41000366210938,219.80999755859375,205.10000610351562,205.4600067138672,14659
2025-04-01,213.39999389648438,216.99000549316406,211.11000061035156,214.41000366210938,4367
2025-04-02,218.13999938964844,219.89999389648438,213.5,214.55999755859375,4918
2025-04-03,212.57000732421875,222.80999755859375,211.0,218.39999389648438,8864
2025-04-04,214.0500030517578,216.11000061035156,212.80999755859375,214.5399932861328,5085
2025-04-07,202.75,213.10000610351562,200.00999450683594,213.10000610351562,7616
2025-04-08,209.19000244140625,213.7899932861328,205.89999389648438,213.7899932861328,5895
2025-04-09,206.63999938964844,213.1300048828125,206.4199981689453,210.7100067138672,2812
2025-04-11,209.57000732421875,214.8000030517578,208.5500030517578,214.7899932861328,25191
2025-04-15,212.25,216.83999633789062,211.0,216.83999633789062,11100
2025-04-16,217.60000610351562,218.77999877929688,213.89999389648438,213.89999389648438,11275
2025-04-17,221.08999633789062,222.0,216.49000549316406,219.85000610351562,6530
2025-04-21,226.38999938964844,229.5399932861328,219.27999877929688,221.8000030517578,9713
2025-04-22,236.16000366210938,243.0,226.88999938964844,228.99000549316406,17171
2025-04-23,230.88999938964844,241.88999938964844,228.6300048828125,239.8000030517578,5821
2025-04-24,231.39999389648438,234.0,230.10000610351562,232.0,2142
2025-04-25,224.74000549316406,232.83999633789062,222.0500030517578,232.39999389648438,5162
