Date,Close,High,Low,Open,Volume
2025-01-27,193.33465576171875,197.7797991289369,191.9051516300576,196.31113725421707,6584319
2025-01-28,185.57032775878906,194.84248120004142,183.29880509349897,194.34314152612026,9823936
2025-01-29,189.74131774902344,190.7008542699823,184.31706643136366,186.03050529593145,5201019
2025-01-30,189.09512329101562,192.32616757617944,187.25439556298159,191.0239671490083,6080681
2025-01-31,198.01478576660156,198.73931604621578,188.4684838046506,189.94693134548578,8008609
2025-02-01,193.7556610107422,198.4651676017768,188.04746018223216,198.4651676017768,5136586
2025-02-03,185.57032775878906,190.3875370589748,180.89997867446198,189.94694147139714,11481173
2025-02-04,191.78765869140625,193.36402299533708,187.41104521838093,187.8907985239246,5633664
2025-02-05,195.46910095214844,199.6205238349113,192.45344682127364,192.786339922344,8336455
2025-02-06,192.7667694091797,197.3783592823142,191.5135124840815,196.54612652580423,5466135
2025-02-07,196.3013458251953,197.9756119471186,192.88425391799404,192.88425391799404,8089719
2025-02-10,187.05856323242188,196.30134399867825,186.43193478759096,196.30134399867825,6607056
2025-02-11,179.4802703857422,194.13751714015265,176.53316092558396,191.35685423355807,45690365
2025-02-12,185.71717834472656,187.94955809003508,179.49006647518465,180.1068942898086,18947908
2025-02-13,187.4600067138672,189.9371485268927,183.42607197210145,186.20673484632758,8592839
2025-02-14,181.6300048828125,191.97999572753906,178.8000030517578,189.80999755859375,13495376
2025-02-17,180.74000549316406,182.69000244140625,176.4199981689453,180.77999877929688,6379906
2025-02-18,179.57000732421875,182.0,175.8000030517578,180.94000244140625,6157248
2025-02-19,187.0800018310547,187.4499969482422,177.57000732421875,177.57000732421875,8262336
2025-02-20,193.08999633789062,193.69000244140625,185.60000610351562,185.67999267578125,7331890
2025-02-21,201.00999450683594,202.5,192.05999755859375,192.60000610351562,19264166
2025-02-24,189.52999877929688,198.00999450683594,188.83999633789062,197.1999969482422,12108561
2025-02-25,180.7899932861328,190.5,179.89999389648438,189.52999877929688,16670278
2025-02-27,179.36000061035156,181.0,175.24000549316406,180.75,11428257
2025-02-28,177.60000610351562,180.0,174.5,176.80999755859375,12648002
2025-03-03,179.38999938964844,182.3300018310547,174.5,178.24000549316406,6931683
2025-03-04,179.0800018310547,182.60000610351562,173.50999450683594,176.6999969482422,8330263
2025-03-05,189.2899932861328,190.1999969482422,179.10000610351562,179.10000610351562,14783488
2025-03-06,192.7899932861328,194.32000732421875,191.35000610351562,192.0,10144423
2025-03-07,195.1699981689453,196.9600067138672,191.8000030517578,192.75999450683594,9153908
2025-03-10,188.1199951171875,196.77999877929688,187.10000610351562,195.1699981689453,8164191
2025-03-11,189.7100067138672,190.49000549316406,184.4600067138672,185.0,8390471
2025-03-12,191.5399932861328,193.1300048828125,186.42999267578125,191.0,6553616
2025-03-13,187.8699951171875,192.66000366210938,187.0,191.97000122070312,4512355
2025-03-17,185.02999877929688,190.08999633789062,184.6300048828125,188.39999389648438,5392942
2025-03-18,185.02999877929688,185.02999877929688,185.02999877929688,185.02999877929688,0
2025-03-19,186.3800048828125,190.89999389648438,184.6999969482422,190.89999389648438,14819098
2025-03-20,190.57000732421875,192.38999938964844,186.0,187.8000030517578,12848318
2025-03-21,185.52000427246094,190.25,182.1199951171875,190.25,41905591
2025-03-24,187.0399932861328,189.0800018310547,185.88999938964844,187.1999969482422,8411689
2025-03-25,180.66000366210938,188.39999389648438,180.10000610351562,188.0,11172959
2025-03-26,179.24000549316406,182.97000122070312,178.47999572753906,180.55999755859375,8929202
2025-03-27,178.80999755859375,179.97999572753906,177.0,178.0,14808861
2025-03-28,175.52999877929688,181.0,174.8699951171875,178.92999267578125,10741639
2025-04-01,175.2899932861328,178.67999267578125,173.89999389648438,175.0,7769057
2025-04-02,174.2100067138672,175.8699951171875,171.00999450683594,175.11000061035156,9512988
2025-04-03,172.66000366210938,175.69000244140625,170.5399932861328,172.8800048828125,9566833
2025-04-04,157.6999969482422,171.47999572753906,156.5,171.1999969482422,27021181
2025-04-07,144.69000244140625,148.14999389648438,137.75,143.0,30698630
2025-04-08,146.6199951171875,150.86000061035156,143.2100067138672,150.6999969482422,22134409
2025-04-09,143.4499969482422,145.6999969482422,140.5,143.60000610351562,17915551
2025-04-11,143.22000122070312,150.0,142.69000244140625,149.5,22797171
2025-04-15,151.4199981689453,152.10000610351562,144.7100067138672,144.7100067138672,19804567
2025-04-16,151.22000122070312,154.13999938964844,150.0,152.0,16360489
2025-04-17,152.88999938964844,154.39999389648438,150.5399932861328,151.19000244140625,12073311
2025-04-21,161.41000366210938,162.1999969482422,153.72999572753906,155.25,23619779
2025-04-22,158.7899932861328,164.39999389648438,158.27999877929688,162.10000610351562,22612618
2025-04-23,162.07000732421875,162.75,157.4499969482422,160.3000030517578,17138481
2025-04-24,162.02999877929688,163.85000610351562,161.0,161.5,9833637
2025-04-25,156.5,163.60000610351562,155.50999450683594,162.75,13322564
